20141102 170341393,0.987700,0.988270,Bloomberg,EURNZD
20141102 170341643,0.987710,0.988350,Bloomberg,EURNZD
20141102 170345143,0.987700,0.988270,Bloomberg,EURNZD
20141102 170345393,0.987710,0.988350,Bloomberg,EURNZD
20141102 170346143,0.987730,0.988350,Bloomberg,EURNZD
20141102 170347143,0.987700,0.988350,Bloomberg,EURNZD
20141102 170348893,0.987650,0.988240,Bloomberg,EURNZD
20141102 170350643,0.987660,0.988350,Bloomberg,EURNZD
20141102 170350893,0.987700,0.988350,Bloomberg,EURNZD
20141102 170353893,0.987700,0.988240,Bloomberg,EURNZD
20141102 170354143,0.987660,0.988350,Bloomberg,EURNZD
20141102 170354393,0.987700,0.988350,Bloomberg,EURNZD
20141102 170359393,0.987700,0.988260,Bloomberg,EURNZD
20141102 170359643,0.987700,0.988300,Bloomberg,EURNZD
20141102 170359893,0.987690,0.988350,Bloomberg,EURNZD
20141102 170400143,0.987700,0.988350,Bloomberg,EURNZD
20141102 170408893,0.987750,0.988170,Bloomberg,EURNZD
20141102 170409143,0.987580,0.988350,Bloomberg,EURNZD
20141102 170409393,0.987600,0.988350,Bloomberg,EURNZD
20141102 170415143,0.987670,0.988350,Bloomberg,EURNZD
20141102 170415393,0.987700,0.988350,Bloomberg,EURNZD
20141102 170416893,0.987550,0.988300,Bloomberg,EURNZD
20141102 170425393,0.987580,0.988300,Bloomberg,EURNZD
20141102 170425643,0.987650,0.988300,Bloomberg,EURNZD
20141102 170436393,0.987600,0.988200,Bloomberg,EURNZD
20141102 170436643,0.987590,0.988300,Bloomberg,EURNZD
20141102 170436893,0.987650,0.988300,Bloomberg,EURNZD
20141102 170440143,0.987600,0.988350,Bloomberg,EURNZD
20141102 170443893,0.987560,0.988300,Bloomberg,EURNZD
20141102 170444657,0.987600,0.988350,Bloomberg,EURNZD
20141102 170445143,0.987600,0.988240,Bloomberg,EURNZD
20141102 170445393,0.987600,0.988200,Bloomberg,EURNZD
20141102 170448143,0.987550,0.988250,Bloomberg,EURNZD
20141102 170448393,0.987650,0.988250,Bloomberg,EURNZD
20141102 170500907,0.987650,0.988240,Bloomberg,EURNZD
20141102 170501143,0.987700,0.988250,Bloomberg,EURNZD
20141102 170501407,0.987650,0.988380,Bloomberg,EURNZD
20141102 170501643,0.987650,0.988390,Bloomberg,EURNZD
20141102 170503393,0.987650,0.988380,Bloomberg,EURNZD
20141102 170503643,0.987650,0.988390,Bloomberg,EURNZD
20141102 170504143,0.987650,0.988320,Bloomberg,EURNZD
20141102 170510643,0.987650,0.988330,Bloomberg,EURNZD
20141102 170510893,0.987650,0.988200,Bloomberg,EURNZD
20141102 170511893,0.987700,0.988200,Bloomberg,EURNZD
20141102 170512893,0.987650,0.988200,Bloomberg,EURNZD
20141102 170514643,0.987650,0.988170,Bloomberg,EURNZD
20141102 170516643,0.987650,0.988180,Bloomberg,EURNZD
20141102 170517893,0.987650,0.988340,Bloomberg,EURNZD
20141102 170518143,0.987600,0.988340,Bloomberg,EURNZD
20141102 170520143,0.987600,0.988180,Bloomberg,EURNZD
20141102 170521893,0.987600,0.988340,Bloomberg,EURNZD
20141102 170522143,0.987600,0.988350,Bloomberg,EURNZD
20141102 170526143,0.987600,0.988200,Bloomberg,EURNZD
20141102 170531393,0.987600,0.988350,Bloomberg,EURNZD
20141102 170535393,0.987600,0.988290,Bloomberg,EURNZD
20141102 170538643,0.987550,0.988090,Bloomberg,EURNZD
20141102 170538893,0.987550,0.988210,Bloomberg,EURNZD
20141102 170539143,0.987550,0.988150,Bloomberg,EURNZD
20141102 170557143,0.987550,0.988160,Bloomberg,EURNZD
20141102 170608643,0.987550,0.988140,Bloomberg,EURNZD
20141102 170610643,0.987550,0.987980,Bloomberg,EURNZD
20141102 170611143,0.987550,0.987990,Bloomberg,EURNZD
20141102 170622643,0.987600,0.987990,Bloomberg,EURNZD
20141102 170627893,0.987550,0.987940,Bloomberg,EURNZD
20141102 170632143,0.987550,0.987950,Bloomberg,EURNZD
20141102 170632893,0.987350,0.987730,Bloomberg,EURNZD
20141102 170633143,0.987300,0.987760,Bloomberg,EURNZD
20141102 170633393,0.987350,0.987750,Bloomberg,EURNZD
20141102 170633643,0.987350,0.987800,Bloomberg,EURNZD
20141102 170633893,0.987350,0.987750,Bloomberg,EURNZD
20141102 170634143,0.987300,0.987800,Bloomberg,EURNZD
20141102 170634393,0.987350,0.987800,Bloomberg,EURNZD
20141102 170644643,0.987400,0.987800,Bloomberg,EURNZD
20141102 170648393,0.987350,0.987800,Bloomberg,EURNZD
20141102 170650393,0.987360,0.987850,Bloomberg,EURNZD
20141102 170650643,0.987400,0.987850,Bloomberg,EURNZD
20141102 170651643,0.987350,0.987820,Bloomberg,EURNZD
20141102 170653393,0.987350,0.987830,Bloomberg,EURNZD
20141102 170747140,0.987250,0.987590,Bloomberg,EURNZD
20141102 170747390,0.987250,0.987560,Bloomberg,EURNZD
20141102 170833140,0.987250,0.987540,Bloomberg,EURNZD
20141102 170835640,0.987290,0.987560,Bloomberg,EURNZD
20141102 170846890,0.987390,0.987630,Bloomberg,EURNZD
20141102 170847140,0.987360,0.987590,Bloomberg,EURNZD
20141102 170903390,0.987370,0.987610,Bloomberg,EURNZD
20141102 170931890,0.987400,0.987640,Bloomberg,EURNZD
20141102 171000640,0.987380,0.987590,Bloomberg,EURNZD
20141102 171004890,0.987390,0.987610,Bloomberg,EURNZD
20141102 171006640,0.987400,0.987630,Bloomberg,EURNZD
20141102 171007390,0.987400,0.987650,Bloomberg,EURNZD
20141102 171010640,0.987400,0.987670,Bloomberg,EURNZD
20141102 171024390,0.987400,0.987630,Bloomberg,EURNZD
20141102 171024640,0.987380,0.987600,Bloomberg,EURNZD
20141102 171025640,0.987460,0.987680,Bloomberg,EURNZD
20141102 171025890,0.987480,0.987690,Bloomberg,EURNZD
20141102 171029890,0.987500,0.987710,Bloomberg,EURNZD
20141102 171036140,0.987460,0.987670,Bloomberg,EURNZD
20141102 171036390,0.987490,0.987700,Bloomberg,EURNZD
20141102 171036890,0.987460,0.987670,Bloomberg,EURNZD
20141102 171037140,0.987430,0.987650,Bloomberg,EURNZD
20141102 171037890,0.987330,0.987600,Bloomberg,EURNZD
20141102 171038140,0.987410,0.987630,Bloomberg,EURNZD
20141102 171040640,0.987470,0.987690,Bloomberg,EURNZD
20141102 171041640,0.987430,0.987650,Bloomberg,EURNZD
20141102 171043640,0.987470,0.987700,Bloomberg,EURNZD
20141102 171052140,0.987500,0.987720,Bloomberg,EURNZD
20141102 171057890,0.987470,0.987690,Bloomberg,EURNZD
20141102 171104140,0.987450,0.987670,Bloomberg,EURNZD
20141102 171104390,0.987510,0.987700,Bloomberg,EURNZD
20141102 171104640,0.987480,0.987700,Bloomberg,EURNZD
20141102 171105890,0.987520,0.987740,Bloomberg,EURNZD
20141102 171108390,0.987530,0.987760,Bloomberg,EURNZD
20141102 171110140,0.987590,0.987810,Bloomberg,EURNZD
20141102 171113140,0.987590,0.987830,Bloomberg,EURNZD
20141102 171113640,0.987650,0.987890,Bloomberg,EURNZD
20141102 171117640,0.987790,0.988010,Bloomberg,EURNZD
20141102 171122390,0.987650,0.987860,Bloomberg,EURNZD
20141102 171122640,0.987760,0.987970,Bloomberg,EURNZD
20141102 171134390,0.987700,0.987970,Bloomberg,EURNZD
20141102 171134640,0.987740,0.987950,Bloomberg,EURNZD
20141102 171136390,0.987710,0.987970,Bloomberg,EURNZD
20141102 171138140,0.987700,0.987940,Bloomberg,EURNZD
20141102 171138390,0.987740,0.987960,Bloomberg,EURNZD
20141102 171138640,0.987760,0.987970,Bloomberg,EURNZD
20141102 171138890,0.987700,0.987940,Bloomberg,EURNZD
20141102 171139140,0.987650,0.987880,Bloomberg,EURNZD
20141102 171141640,0.987660,0.987900,Bloomberg,EURNZD
20141102 171143890,0.987500,0.987710,Bloomberg,EURNZD
20141102 171144140,0.987490,0.987690,Bloomberg,EURNZD
20141102 171147890,0.987380,0.987590,Bloomberg,EURNZD
20141102 171148140,0.987400,0.987630,Bloomberg,EURNZD
20141102 171148390,0.987480,0.987680,Bloomberg,EURNZD
20141102 171209890,0.987380,0.987620,Bloomberg,EURNZD
20141102 171210140,0.987350,0.987590,Bloomberg,EURNZD
20141102 171217890,0.987430,0.987680,Bloomberg,EURNZD
20141102 171218890,0.987450,0.987700,Bloomberg,EURNZD
20141102 171226640,0.987470,0.987710,Bloomberg,EURNZD
20141102 171229890,0.987430,0.987670,Bloomberg,EURNZD
20141102 171230140,0.987470,0.987720,Bloomberg,EURNZD
20141102 171248640,0.987430,0.987680,Bloomberg,EURNZD
20141102 171253640,0.987450,0.987700,Bloomberg,EURNZD
20141102 171254390,0.987470,0.987720,Bloomberg,EURNZD
20141102 171309140,0.987540,0.987810,Bloomberg,EURNZD
20141102 171309390,0.987480,0.987730,Bloomberg,EURNZD
20141102 171331140,0.987450,0.987690,Bloomberg,EURNZD
20141102 171335390,0.987510,0.987750,Bloomberg,EURNZD
20141102 171343890,0.987540,0.987790,Bloomberg,EURNZD
20141102 171349140,0.987570,0.987800,Bloomberg,EURNZD
20141102 171356890,0.987550,0.987780,Bloomberg,EURNZD
20141102 171357140,0.987570,0.987800,Bloomberg,EURNZD
20141102 171359390,0.987530,0.987760,Bloomberg,EURNZD
20141102 171400640,0.987540,0.987770,Bloomberg,EURNZD
20141102 171500890,0.987520,0.987750,Bloomberg,EURNZD
20141102 171501153,0.987520,0.987720,Bloomberg,EURNZD
20141102 171501890,0.987500,0.987720,Bloomberg,EURNZD
20141102 171507890,0.987520,0.987720,Bloomberg,EURNZD
20141102 171531140,0.987560,0.987790,Bloomberg,EURNZD
20141102 171536637,0.987560,0.987800,Bloomberg,EURNZD
20141102 171538887,0.987510,0.987760,Bloomberg,EURNZD
20141102 171542137,0.987490,0.987740,Bloomberg,EURNZD
20141102 171543137,0.987520,0.987760,Bloomberg,EURNZD
20141102 171552387,0.987530,0.987830,Bloomberg,EURNZD
20141102 171552637,0.987530,0.987850,Bloomberg,EURNZD
20141102 171611387,0.987530,0.987880,Bloomberg,EURNZD
20141102 171627137,0.987470,0.987850,Bloomberg,EURNZD
20141102 171630387,0.987430,0.987810,Bloomberg,EURNZD
20141102 171646387,0.987370,0.987760,Bloomberg,EURNZD
20141102 171647637,0.987570,0.987810,Bloomberg,EURNZD
20141102 171647887,0.987570,0.987890,Bloomberg,EURNZD
20141102 171648887,0.987570,0.987910,Bloomberg,EURNZD
20141102 171653137,0.987580,0.987850,Bloomberg,EURNZD
20141102 171653387,0.987590,0.987880,Bloomberg,EURNZD
20141102 171653887,0.987590,0.987910,Bloomberg,EURNZD
20141102 171658887,0.987590,0.987880,Bloomberg,EURNZD
20141102 171659137,0.987590,0.987860,Bloomberg,EURNZD
20141102 171712137,0.987590,0.987830,Bloomberg,EURNZD
20141102 171713637,0.987510,0.987810,Bloomberg,EURNZD
20141102 171713887,0.987320,0.987590,Bloomberg,EURNZD
20141102 171714137,0.987400,0.987670,Bloomberg,EURNZD
20141102 171714387,0.987400,0.987750,Bloomberg,EURNZD
20141102 171717137,0.987330,0.987560,Bloomberg,EURNZD
20141102 171717387,0.987280,0.987550,Bloomberg,EURNZD
20141102 171717637,0.987360,0.987750,Bloomberg,EURNZD
20141102 171718137,0.987510,0.987800,Bloomberg,EURNZD
20141102 171719387,0.987360,0.987790,Bloomberg,EURNZD
20141102 171728387,0.987480,0.987780,Bloomberg,EURNZD
20141102 171729637,0.987560,0.987870,Bloomberg,EURNZD
20141102 171735387,0.987610,0.987900,Bloomberg,EURNZD
20141102 171742387,0.987660,0.987900,Bloomberg,EURNZD
20141102 171748387,0.987730,0.988030,Bloomberg,EURNZD
20141102 171752137,0.987690,0.987990,Bloomberg,EURNZD
20141102 171754387,0.987750,0.988050,Bloomberg,EURNZD
20141102 171756387,0.987650,0.987910,Bloomberg,EURNZD
20141102 171759137,0.987760,0.987920,Bloomberg,EURNZD
20141102 171800387,0.987700,0.987910,Bloomberg,EURNZD
20141102 171805637,0.987690,0.987910,Bloomberg,EURNZD
20141102 171806637,0.987640,0.987900,Bloomberg,EURNZD
20141102 171806887,0.987380,0.987680,Bloomberg,EURNZD
20141102 171807137,0.987380,0.987590,Bloomberg,EURNZD
20141102 171807387,0.987360,0.987590,Bloomberg,EURNZD
20141102 171807887,0.987360,0.987410,Bloomberg,EURNZD
20141102 171822373,0.987340,0.987410,Bloomberg,EURNZD
20141102 171856887,0.987470,0.987640,Bloomberg,EURNZD
20141102 171857137,0.987560,0.987810,Bloomberg,EURNZD
20141102 171857387,0.987510,0.987820,Bloomberg,EURNZD
20141102 171857637,0.987120,0.987280,Bloomberg,EURNZD
20141102 171857887,0.987340,0.987540,Bloomberg,EURNZD
20141102 171858137,0.987370,0.987540,Bloomberg,EURNZD
20141102 171903623,0.987360,0.987600,Bloomberg,EURNZD
20141102 171903887,0.987360,0.987610,Bloomberg,EURNZD
20141102 171904637,0.987370,0.987630,Bloomberg,EURNZD
20141102 171904887,0.987420,0.987660,Bloomberg,EURNZD
20141102 171905137,0.987370,0.987630,Bloomberg,EURNZD
20141102 171905387,0.987420,0.987670,Bloomberg,EURNZD
20141102 171907387,0.987440,0.987750,Bloomberg,EURNZD
20141102 171908387,0.987390,0.987750,Bloomberg,EURNZD
20141102 171909887,0.987410,0.987670,Bloomberg,EURNZD
20141102 171912887,0.987410,0.987690,Bloomberg,EURNZD
20141102 171917887,0.987410,0.987710,Bloomberg,EURNZD
20141102 172002887,0.987460,0.987730,Bloomberg,EURNZD
20141102 172005887,0.987560,0.987790,Bloomberg,EURNZD
20141102 172006387,0.987420,0.987700,Bloomberg,EURNZD
20141102 172006637,0.987520,0.987750,Bloomberg,EURNZD
20141102 172006887,0.987420,0.987690,Bloomberg,EURNZD
20141102 172007137,0.987520,0.987730,Bloomberg,EURNZD
20141102 172007387,0.987520,0.987750,Bloomberg,EURNZD
20141102 172024137,0.987500,0.987720,Bloomberg,EURNZD
20141102 172101387,0.987480,0.987700,Bloomberg,EURNZD
20141102 172114887,0.987460,0.987690,Bloomberg,EURNZD
20141102 172144887,0.987470,0.987700,Bloomberg,EURNZD
20141102 172221887,0.987520,0.987770,Bloomberg,EURNZD
20141102 172225137,0.987490,0.987710,Bloomberg,EURNZD
20141102 172225387,0.987480,0.987710,Bloomberg,EURNZD
20141102 172334150,0.987500,0.987730,Bloomberg,EURNZD
20141102 172338900,0.987540,0.987770,Bloomberg,EURNZD
20141102 172343400,0.987510,0.987740,Bloomberg,EURNZD
20141102 172343650,0.987540,0.987770,Bloomberg,EURNZD
20141102 172345150,0.987490,0.987720,Bloomberg,EURNZD
20141102 172345400,0.987540,0.987770,Bloomberg,EURNZD
20141102 172347900,0.987490,0.987730,Bloomberg,EURNZD
20141102 172349650,0.987450,0.987690,Bloomberg,EURNZD
20141102 172352650,0.987480,0.987720,Bloomberg,EURNZD
20141102 172414650,0.987500,0.987740,Bloomberg,EURNZD
20141102 172502150,0.987520,0.987760,Bloomberg,EURNZD
20141102 172516400,0.987500,0.987740,Bloomberg,EURNZD
20141102 172519150,0.987520,0.987760,Bloomberg,EURNZD
20141102 172527900,0.987530,0.987760,Bloomberg,EURNZD
20141102 172528150,0.987540,0.987780,Bloomberg,EURNZD
20141102 172530150,0.987510,0.987750,Bloomberg,EURNZD
20141102 172652900,0.987550,0.987770,Bloomberg,EURNZD
20141102 172717900,0.987580,0.987740,Bloomberg,EURNZD
20141102 172746150,0.987540,0.987700,Bloomberg,EURNZD
20141102 172749150,0.987570,0.987730,Bloomberg,EURNZD
20141102 172749883,0.987580,0.987750,Bloomberg,EURNZD
20141102 172832650,0.987550,0.987720,Bloomberg,EURNZD
20141102 172841633,0.987570,0.987740,Bloomberg,EURNZD
20141102 172945650,0.987530,0.987710,Bloomberg,EURNZD
20141102 172946400,0.987510,0.987690,Bloomberg,EURNZD
20141102 172947150,0.987480,0.987650,Bloomberg,EURNZD
20141102 172947900,0.987500,0.987690,Bloomberg,EURNZD
20141102 172955400,0.987470,0.987660,Bloomberg,EURNZD
20141102 172956900,0.987500,0.987660,Bloomberg,EURNZD
20141102 173000150,0.987510,0.987680,Bloomberg,EURNZD
20141102 173001883,0.987530,0.987700,Bloomberg,EURNZD
20141102 173002150,0.987550,0.987720,Bloomberg,EURNZD
20141102 173012163,0.987560,0.987720,Bloomberg,EURNZD
20141102 173013897,0.987570,0.987740,Bloomberg,EURNZD
20141102 173014147,0.987620,0.987800,Bloomberg,EURNZD
20141102 173014397,0.987650,0.987820,Bloomberg,EURNZD
20141102 173017897,0.987660,0.987830,Bloomberg,EURNZD
20141102 173018147,0.987700,0.987870,Bloomberg,EURNZD
20141102 173018397,0.987720,0.987890,Bloomberg,EURNZD
20141102 173020147,0.987740,0.987900,Bloomberg,EURNZD
20141102 173020397,0.987740,0.987910,Bloomberg,EURNZD
20141102 173020647,0.987710,0.987880,Bloomberg,EURNZD
20141102 173023147,0.987760,0.987920,Bloomberg,EURNZD
20141102 173029897,0.987740,0.987910,Bloomberg,EURNZD
20141102 173030397,0.987760,0.987930,Bloomberg,EURNZD
20141102 173030897,0.987750,0.987920,Bloomberg,EURNZD
20141102 173031397,0.987790,0.987950,Bloomberg,EURNZD
20141102 173031647,0.987730,0.987890,Bloomberg,EURNZD
20141102 173032397,0.987710,0.987870,Bloomberg,EURNZD
20141102 173035647,0.987730,0.987900,Bloomberg,EURNZD
20141102 173050647,0.987750,0.987920,Bloomberg,EURNZD
20141102 173050897,0.987790,0.987960,Bloomberg,EURNZD
20141102 173051147,0.987860,0.988040,Bloomberg,EURNZD
20141102 173055897,0.987840,0.988010,Bloomberg,EURNZD
20141102 173056147,0.987860,0.988010,Bloomberg,EURNZD
20141102 173056397,0.987840,0.988010,Bloomberg,EURNZD
20141102 173056647,0.987860,0.988010,Bloomberg,EURNZD
20141102 173058397,0.987840,0.988010,Bloomberg,EURNZD
20141102 173103897,0.987860,0.988010,Bloomberg,EURNZD
20141102 173105647,0.987840,0.988010,Bloomberg,EURNZD
20141102 173109147,0.987860,0.988010,Bloomberg,EURNZD
20141102 173117647,0.987850,0.988010,Bloomberg,EURNZD
20141102 173126897,0.987830,0.988000,Bloomberg,EURNZD
20141102 173128147,0.987800,0.987960,Bloomberg,EURNZD
20141102 173128397,0.987770,0.987940,Bloomberg,EURNZD
20141102 173135397,0.987760,0.987920,Bloomberg,EURNZD
20141102 173135647,0.987770,0.987920,Bloomberg,EURNZD
20141102 173146397,0.987770,0.987940,Bloomberg,EURNZD
20141102 173151397,0.987840,0.988040,Bloomberg,EURNZD
20141102 173151647,0.987870,0.988040,Bloomberg,EURNZD
20141102 173153397,0.987910,0.988060,Bloomberg,EURNZD
20141102 173156897,0.987910,0.988050,Bloomberg,EURNZD
20141102 173157897,0.987910,0.988060,Bloomberg,EURNZD
20141102 173206647,0.987880,0.988060,Bloomberg,EURNZD
20141102 173214147,0.987860,0.988040,Bloomberg,EURNZD
20141102 173215647,0.987900,0.988040,Bloomberg,EURNZD
20141102 173216147,0.987850,0.988040,Bloomberg,EURNZD
20141102 173221897,0.987840,0.987930,Bloomberg,EURNZD
20141102 173222147,0.987810,0.987940,Bloomberg,EURNZD
20141102 173222397,0.987810,0.987980,Bloomberg,EURNZD
20141102 173222647,0.987840,0.987990,Bloomberg,EURNZD
20141102 173222897,0.987840,0.988000,Bloomberg,EURNZD
20141102 173223147,0.987840,0.987970,Bloomberg,EURNZD
20141102 173230647,0.987840,0.988010,Bloomberg,EURNZD
20141102 173233647,0.987840,0.987920,Bloomberg,EURNZD
20141102 173234397,0.987820,0.987850,Bloomberg,EURNZD
20141102 173234647,0.987820,0.987830,Bloomberg,EURNZD
20141102 173234897,0.987820,0.987840,Bloomberg,EURNZD
20141102 173239397,0.987820,0.988090,Bloomberg,EURNZD
20141102 173243897,0.987820,0.988060,Bloomberg,EURNZD
20141102 173253397,0.987730,0.987810,Bloomberg,EURNZD
20141102 173253897,0.987820,0.988060,Bloomberg,EURNZD
20141102 173256397,0.987820,0.988030,Bloomberg,EURNZD
20141102 173256647,0.987820,0.988050,Bloomberg,EURNZD
20141102 173258397,0.987820,0.988030,Bloomberg,EURNZD
20141102 173258647,0.987770,0.987800,Bloomberg,EURNZD
20141102 173307397,0.987740,0.987820,Bloomberg,EURNZD
20141102 173307647,0.987740,0.987770,Bloomberg,EURNZD
20141102 173311397,0.987740,0.987750,Bloomberg,EURNZD
20141102 173321147,0.987740,0.987770,Bloomberg,EURNZD
20141102 173341397,0.987740,0.987750,Bloomberg,EURNZD
20141102 173349397,0.987700,0.987750,Bloomberg,EURNZD
20141102 173349647,0.987750,0.987760,Bloomberg,EURNZD
20141102 173351397,0.987730,0.987750,Bloomberg,EURNZD
20141102 173359397,0.987770,0.987820,Bloomberg,EURNZD
20141102 173359647,0.987830,0.987990,Bloomberg,EURNZD
20141102 173408147,0.987780,0.987940,Bloomberg,EURNZD
20141102 173408397,0.987740,0.987750,Bloomberg,EURNZD
20141102 173412897,0.987800,0.987960,Bloomberg,EURNZD
20141102 173419147,0.987800,0.987810,Bloomberg,EURNZD
20141102 173425647,0.987710,0.987810,Bloomberg,EURNZD
20141102 173425897,0.987820,0.987840,Bloomberg,EURNZD
20141102 173426147,0.987740,0.987780,Bloomberg,EURNZD
20141102 173426397,0.987820,0.987990,Bloomberg,EURNZD
20141102 173426647,0.987710,0.987810,Bloomberg,EURNZD
20141102 173427397,0.987820,0.987990,Bloomberg,EURNZD
20141102 173427897,0.987780,0.987800,Bloomberg,EURNZD
20141102 173429397,0.987760,0.987800,Bloomberg,EURNZD
20141102 173429647,0.987780,0.987800,Bloomberg,EURNZD
20141102 173433147,0.987750,0.987800,Bloomberg,EURNZD
20141102 173441397,0.987750,0.987830,Bloomberg,EURNZD
20141102 173502397,0.987720,0.987830,Bloomberg,EURNZD
20141102 173505147,0.987750,0.987830,Bloomberg,EURNZD
20141102 173510647,0.987770,0.987870,Bloomberg,EURNZD
20141102 173511397,0.987770,0.987900,Bloomberg,EURNZD
20141102 173519397,0.987800,0.987920,Bloomberg,EURNZD
20141102 173519647,0.987810,0.987920,Bloomberg,EURNZD
20141102 173521147,0.987800,0.987920,Bloomberg,EURNZD
20141102 173521397,0.987830,0.987920,Bloomberg,EURNZD
20141102 173521647,0.987820,0.987920,Bloomberg,EURNZD
20141102 173525147,0.987800,0.987920,Bloomberg,EURNZD
20141102 173545147,0.987800,0.987940,Bloomberg,EURNZD
20141102 173548647,0.987800,0.987970,Bloomberg,EURNZD
20141102 173549897,0.987820,0.987970,Bloomberg,EURNZD
20141102 173558147,0.987820,0.987940,Bloomberg,EURNZD
20141102 173613147,0.987820,0.987960,Bloomberg,EURNZD
20141102 173616397,0.987820,0.987980,Bloomberg,EURNZD
20141102 173628897,0.987820,0.987940,Bloomberg,EURNZD
20141102 173631397,0.987820,0.987920,Bloomberg,EURNZD
20141102 173632397,0.987790,0.987920,Bloomberg,EURNZD
20141102 173632647,0.987820,0.987920,Bloomberg,EURNZD
20141102 173719897,0.987790,0.987910,Bloomberg,EURNZD
20141102 173720147,0.987790,0.987880,Bloomberg,EURNZD
20141102 173742147,0.987790,0.987940,Bloomberg,EURNZD
20141102 173742397,0.987790,0.987930,Bloomberg,EURNZD
20141102 173742647,0.987760,0.987910,Bloomberg,EURNZD
20141102 173742897,0.987740,0.987900,Bloomberg,EURNZD
20141102 173744647,0.987760,0.987910,Bloomberg,EURNZD
20141102 173745147,0.987770,0.987920,Bloomberg,EURNZD
20141102 173746397,0.987760,0.987920,Bloomberg,EURNZD
20141102 173756397,0.987790,0.987920,Bloomberg,EURNZD
